method,horizon,forecast_quarter,target_quarter,selected_variable,selection_stage
Threshold ridge,1,2014 Q2,2014 Q3,PAYEMS_m0,NA
Threshold ridge,1,2014 Q2,2014 Q3,M1SL_m0,NA
Threshold ridge,1,2014 Q2,2014 Q3,M2SL_m0,NA
Threshold ridge,1,2014 Q2,2014 Q3,M2SL_m1,NA
Threshold ridge,1,2014 Q2,2014 Q3,NONREVSL_m0,NA
Threshold ridge,1,2014 Q2,2014 Q3,FEDFUNDS_m0,NA
Threshold ridge,1,2014 Q2,2014 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,RPI_m2,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,RPI_m4,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,INDPRO_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,INDPRO_m1,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,CLAIMSx_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,CLAIMSx_m1,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,CLAIMSx_m2,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,PAYEMS_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,M1SL_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,M2SL_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,M2SL_m1,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,NONREVSL_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,FEDFUNDS_m0,NA
Post-threshold ridge,1,2014 Q2,2014 Q3,FEDFUNDS_m4,NA
OCMT,1,2014 Q2,2014 Q3,INDPRO_m0,1
OCMT,1,2014 Q2,2014 Q3,INDPRO_m1,1
OCMT,1,2014 Q2,2014 Q3,PAYEMS_m0,1
BMT,1,2014 Q2,2014 Q3,INDPRO_m1,1
LASSO,1,2014 Q3,2014 Q4,INDPRO_m1,NA
Elastic net,1,2014 Q3,2014 Q4,INDPRO_m0,NA
Elastic net,1,2014 Q3,2014 Q4,INDPRO_m1,NA
Elastic net,1,2014 Q3,2014 Q4,M2SL_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,RPI_m2,NA
Threshold ridge,1,2014 Q3,2014 Q4,RPI_m4,NA
Threshold ridge,1,2014 Q3,2014 Q4,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,INDPRO_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,INDPRO_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,CMRMTSPLx_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,CMRMTSPLx_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m2,NA
Threshold ridge,1,2014 Q3,2014 Q4,PAYEMS_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,M1SL_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,M2SL_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,M2SL_m1,NA
Threshold ridge,1,2014 Q3,2014 Q4,NONREVSL_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,FEDFUNDS_m0,NA
Threshold ridge,1,2014 Q3,2014 Q4,FEDFUNDS_m4,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,RPI_m2,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,RPI_m4,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,INDPRO_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,INDPRO_m1,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m1,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,CLAIMSx_m2,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,PAYEMS_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,M1SL_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,M2SL_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,M2SL_m1,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,NONREVSL_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,FEDFUNDS_m0,NA
Post-threshold ridge,1,2014 Q3,2014 Q4,FEDFUNDS_m4,NA
OCMT,1,2014 Q3,2014 Q4,INDPRO_m0,1
OCMT,1,2014 Q3,2014 Q4,INDPRO_m1,1
OCMT,1,2014 Q3,2014 Q4,PAYEMS_m0,1
BMT,1,2014 Q3,2014 Q4,INDPRO_m1,1
LASSO,1,2014 Q4,2015 Q1,INDPRO_m0,NA
LASSO,1,2014 Q4,2015 Q1,INDPRO_m1,NA
LASSO,1,2014 Q4,2015 Q1,M2SL_m1,NA
Elastic net,1,2014 Q4,2015 Q1,RPI_m4,NA
Elastic net,1,2014 Q4,2015 Q1,INDPRO_m0,NA
Elastic net,1,2014 Q4,2015 Q1,INDPRO_m1,NA
Elastic net,1,2014 Q4,2015 Q1,CMRMTSPLx_m0,NA
Elastic net,1,2014 Q4,2015 Q1,M2SL_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,RPI_m2,NA
Threshold ridge,1,2014 Q4,2015 Q1,RPI_m4,NA
Threshold ridge,1,2014 Q4,2015 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,INDPRO_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,INDPRO_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,CMRMTSPLx_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,CMRMTSPLx_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m2,NA
Threshold ridge,1,2014 Q4,2015 Q1,PAYEMS_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,M1SL_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,M2SL_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,M2SL_m1,NA
Threshold ridge,1,2014 Q4,2015 Q1,NONREVSL_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,FEDFUNDS_m0,NA
Threshold ridge,1,2014 Q4,2015 Q1,FEDFUNDS_m4,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,RPI_m2,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,RPI_m4,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,INDPRO_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,INDPRO_m1,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m1,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,CLAIMSx_m2,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,PAYEMS_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,M1SL_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,M2SL_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,M2SL_m1,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,NONREVSL_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,FEDFUNDS_m0,NA
Post-threshold ridge,1,2014 Q4,2015 Q1,FEDFUNDS_m4,NA
OCMT,1,2014 Q4,2015 Q1,INDPRO_m0,1
OCMT,1,2014 Q4,2015 Q1,INDPRO_m1,1
OCMT,1,2014 Q4,2015 Q1,PAYEMS_m0,1
OCMT,1,2014 Q4,2015 Q1,M2SL_m1,1
BMT,1,2014 Q4,2015 Q1,INDPRO_m1,1
LASSO,1,2015 Q1,2015 Q2,RPI_m2,NA
LASSO,1,2015 Q1,2015 Q2,RPI_m4,NA
LASSO,1,2015 Q1,2015 Q2,INDPRO_m0,NA
LASSO,1,2015 Q1,2015 Q2,INDPRO_m1,NA
LASSO,1,2015 Q1,2015 Q2,CMRMTSPLx_m0,NA
LASSO,1,2015 Q1,2015 Q2,M2SL_m1,NA
Elastic net,1,2015 Q1,2015 Q2,RPI_m2,NA
Elastic net,1,2015 Q1,2015 Q2,RPI_m4,NA
Elastic net,1,2015 Q1,2015 Q2,INDPRO_m0,NA
Elastic net,1,2015 Q1,2015 Q2,INDPRO_m1,NA
Elastic net,1,2015 Q1,2015 Q2,CMRMTSPLx_m0,NA
Elastic net,1,2015 Q1,2015 Q2,PAYEMS_m0,NA
Elastic net,1,2015 Q1,2015 Q2,M2SL_m1,NA
Threshold ridge,1,2015 Q1,2015 Q2,RPI_m2,NA
Threshold ridge,1,2015 Q1,2015 Q2,RPI_m4,NA
Threshold ridge,1,2015 Q1,2015 Q2,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2015 Q1,2015 Q2,INDPRO_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,INDPRO_m1,NA
Threshold ridge,1,2015 Q1,2015 Q2,CMRMTSPLx_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,CMRMTSPLx_m1,NA
Threshold ridge,1,2015 Q1,2015 Q2,CLAIMSx_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,CLAIMSx_m2,NA
Threshold ridge,1,2015 Q1,2015 Q2,PAYEMS_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,M1SL_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,M2SL_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,M2SL_m1,NA
Threshold ridge,1,2015 Q1,2015 Q2,NONREVSL_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,FEDFUNDS_m0,NA
Threshold ridge,1,2015 Q1,2015 Q2,FEDFUNDS_m4,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,RPI_m2,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,RPI_m4,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,INDPRO_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,INDPRO_m1,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,CLAIMSx_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,CLAIMSx_m2,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,PAYEMS_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,M1SL_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,M2SL_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,M2SL_m1,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,NONREVSL_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,FEDFUNDS_m0,NA
Post-threshold ridge,1,2015 Q1,2015 Q2,FEDFUNDS_m4,NA
OCMT,1,2015 Q1,2015 Q2,INDPRO_m0,1
OCMT,1,2015 Q1,2015 Q2,INDPRO_m1,1
OCMT,1,2015 Q1,2015 Q2,PAYEMS_m0,1
OCMT,1,2015 Q1,2015 Q2,M2SL_m1,1
BMT,1,2015 Q1,2015 Q2,INDPRO_m1,1
LASSO,1,2015 Q2,2015 Q3,RPI_m2,NA
LASSO,1,2015 Q2,2015 Q3,RPI_m4,NA
LASSO,1,2015 Q2,2015 Q3,INDPRO_m0,NA
LASSO,1,2015 Q2,2015 Q3,INDPRO_m1,NA
LASSO,1,2015 Q2,2015 Q3,CMRMTSPLx_m0,NA
LASSO,1,2015 Q2,2015 Q3,M2SL_m1,NA
Elastic net,1,2015 Q2,2015 Q3,RPI_m2,NA
Elastic net,1,2015 Q2,2015 Q3,RPI_m4,NA
Elastic net,1,2015 Q2,2015 Q3,INDPRO_m0,NA
Elastic net,1,2015 Q2,2015 Q3,INDPRO_m1,NA
Elastic net,1,2015 Q2,2015 Q3,CMRMTSPLx_m0,NA
Elastic net,1,2015 Q2,2015 Q3,PAYEMS_m0,NA
Elastic net,1,2015 Q2,2015 Q3,M2SL_m1,NA
Threshold ridge,1,2015 Q2,2015 Q3,RPI_m2,NA
Threshold ridge,1,2015 Q2,2015 Q3,RPI_m4,NA
Threshold ridge,1,2015 Q2,2015 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2015 Q2,2015 Q3,INDPRO_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,INDPRO_m1,NA
Threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m1,NA
Threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m4,NA
Threshold ridge,1,2015 Q2,2015 Q3,CLAIMSx_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,CLAIMSx_m2,NA
Threshold ridge,1,2015 Q2,2015 Q3,PAYEMS_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,M1SL_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,M2SL_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,M2SL_m1,NA
Threshold ridge,1,2015 Q2,2015 Q3,NONREVSL_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,FEDFUNDS_m0,NA
Threshold ridge,1,2015 Q2,2015 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,RPI_m2,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,RPI_m4,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,INDPRO_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,INDPRO_m1,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,CMRMTSPLx_m4,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,CLAIMSx_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,CLAIMSx_m2,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,PAYEMS_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,M1SL_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,M2SL_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,M2SL_m1,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,NONREVSL_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,FEDFUNDS_m0,NA
Post-threshold ridge,1,2015 Q2,2015 Q3,FEDFUNDS_m4,NA
OCMT,1,2015 Q2,2015 Q3,INDPRO_m0,1
OCMT,1,2015 Q2,2015 Q3,INDPRO_m1,1
OCMT,1,2015 Q2,2015 Q3,PAYEMS_m0,1
BMT,1,2015 Q2,2015 Q3,INDPRO_m1,1
LASSO,1,2015 Q3,2015 Q4,INDPRO_m0,NA
LASSO,1,2015 Q3,2015 Q4,INDPRO_m1,NA
LASSO,1,2015 Q3,2015 Q4,M2SL_m1,NA
Elastic net,1,2015 Q3,2015 Q4,RPI_m4,NA
Elastic net,1,2015 Q3,2015 Q4,INDPRO_m0,NA
Elastic net,1,2015 Q3,2015 Q4,INDPRO_m1,NA
Elastic net,1,2015 Q3,2015 Q4,CMRMTSPLx_m0,NA
Elastic net,1,2015 Q3,2015 Q4,M2SL_m1,NA
Threshold ridge,1,2015 Q3,2015 Q4,RPI_m2,NA
Threshold ridge,1,2015 Q3,2015 Q4,RPI_m4,NA
Threshold ridge,1,2015 Q3,2015 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2015 Q3,2015 Q4,INDPRO_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,INDPRO_m1,NA
Threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m1,NA
Threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m4,NA
Threshold ridge,1,2015 Q3,2015 Q4,CLAIMSx_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,CLAIMSx_m2,NA
Threshold ridge,1,2015 Q3,2015 Q4,PAYEMS_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,M1SL_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,M2SL_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,M2SL_m1,NA
Threshold ridge,1,2015 Q3,2015 Q4,NONREVSL_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,FEDFUNDS_m0,NA
Threshold ridge,1,2015 Q3,2015 Q4,FEDFUNDS_m4,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,RPI_m2,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,RPI_m4,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,INDPRO_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,INDPRO_m1,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,CMRMTSPLx_m4,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,CLAIMSx_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,CLAIMSx_m2,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,PAYEMS_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,M1SL_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,M2SL_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,M2SL_m1,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,NONREVSL_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,FEDFUNDS_m0,NA
Post-threshold ridge,1,2015 Q3,2015 Q4,FEDFUNDS_m4,NA
OCMT,1,2015 Q3,2015 Q4,INDPRO_m0,1
OCMT,1,2015 Q3,2015 Q4,INDPRO_m1,1
OCMT,1,2015 Q3,2015 Q4,PAYEMS_m0,1
BMT,1,2015 Q3,2015 Q4,INDPRO_m1,1
LASSO,1,2015 Q4,2016 Q1,INDPRO_m0,NA
LASSO,1,2015 Q4,2016 Q1,INDPRO_m1,NA
LASSO,1,2015 Q4,2016 Q1,M2SL_m1,NA
Elastic net,1,2015 Q4,2016 Q1,INDPRO_m0,NA
Elastic net,1,2015 Q4,2016 Q1,INDPRO_m1,NA
Elastic net,1,2015 Q4,2016 Q1,M2SL_m1,NA
Threshold ridge,1,2015 Q4,2016 Q1,RPI_m2,NA
Threshold ridge,1,2015 Q4,2016 Q1,RPI_m4,NA
Threshold ridge,1,2015 Q4,2016 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2015 Q4,2016 Q1,INDPRO_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,INDPRO_m1,NA
Threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m1,NA
Threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m4,NA
Threshold ridge,1,2015 Q4,2016 Q1,CLAIMSx_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,CLAIMSx_m2,NA
Threshold ridge,1,2015 Q4,2016 Q1,PAYEMS_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,M1SL_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,M2SL_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,M2SL_m1,NA
Threshold ridge,1,2015 Q4,2016 Q1,NONREVSL_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,FEDFUNDS_m0,NA
Threshold ridge,1,2015 Q4,2016 Q1,FEDFUNDS_m4,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,RPI_m2,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,RPI_m4,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,INDPRO_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,INDPRO_m1,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,CMRMTSPLx_m4,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,CLAIMSx_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,CLAIMSx_m2,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,PAYEMS_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,M1SL_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,M2SL_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,M2SL_m1,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,NONREVSL_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,FEDFUNDS_m0,NA
Post-threshold ridge,1,2015 Q4,2016 Q1,FEDFUNDS_m4,NA
OCMT,1,2015 Q4,2016 Q1,INDPRO_m0,1
OCMT,1,2015 Q4,2016 Q1,INDPRO_m1,1
OCMT,1,2015 Q4,2016 Q1,PAYEMS_m0,1
BMT,1,2015 Q4,2016 Q1,INDPRO_m1,1
LASSO,1,2016 Q1,2016 Q2,RPI_m2,NA
LASSO,1,2016 Q1,2016 Q2,INDPRO_m0,NA
LASSO,1,2016 Q1,2016 Q2,INDPRO_m1,NA
LASSO,1,2016 Q1,2016 Q2,M2SL_m1,NA
Elastic net,1,2016 Q1,2016 Q2,RPI_m4,NA
Elastic net,1,2016 Q1,2016 Q2,INDPRO_m0,NA
Elastic net,1,2016 Q1,2016 Q2,INDPRO_m1,NA
Elastic net,1,2016 Q1,2016 Q2,PAYEMS_m0,NA
Elastic net,1,2016 Q1,2016 Q2,M2SL_m1,NA
Threshold ridge,1,2016 Q1,2016 Q2,RPI_m2,NA
Threshold ridge,1,2016 Q1,2016 Q2,RPI_m4,NA
Threshold ridge,1,2016 Q1,2016 Q2,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2016 Q1,2016 Q2,INDPRO_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,INDPRO_m1,NA
Threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m1,NA
Threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m4,NA
Threshold ridge,1,2016 Q1,2016 Q2,CLAIMSx_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,CLAIMSx_m2,NA
Threshold ridge,1,2016 Q1,2016 Q2,PAYEMS_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,M1SL_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,M2SL_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,M2SL_m1,NA
Threshold ridge,1,2016 Q1,2016 Q2,FEDFUNDS_m0,NA
Threshold ridge,1,2016 Q1,2016 Q2,FEDFUNDS_m4,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,RPI_m2,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,RPI_m4,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,INDPRO_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,INDPRO_m1,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,CMRMTSPLx_m4,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,CLAIMSx_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,CLAIMSx_m2,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,PAYEMS_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,M1SL_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,M2SL_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,M2SL_m1,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,FEDFUNDS_m0,NA
Post-threshold ridge,1,2016 Q1,2016 Q2,FEDFUNDS_m4,NA
OCMT,1,2016 Q1,2016 Q2,INDPRO_m0,1
OCMT,1,2016 Q1,2016 Q2,INDPRO_m1,1
OCMT,1,2016 Q1,2016 Q2,PAYEMS_m0,1
BMT,1,2016 Q1,2016 Q2,INDPRO_m1,1
BMT,1,2016 Q1,2016 Q2,M2SL_m1,2
LASSO,1,2016 Q2,2016 Q3,INDPRO_m1,NA
Elastic net,1,2016 Q2,2016 Q3,INDPRO_m1,NA
Threshold ridge,1,2016 Q2,2016 Q3,RPI_m2,NA
Threshold ridge,1,2016 Q2,2016 Q3,RPI_m4,NA
Threshold ridge,1,2016 Q2,2016 Q3,INDPRO_m0,NA
Threshold ridge,1,2016 Q2,2016 Q3,INDPRO_m1,NA
Threshold ridge,1,2016 Q2,2016 Q3,CMRMTSPLx_m0,NA
Threshold ridge,1,2016 Q2,2016 Q3,CMRMTSPLx_m1,NA
Threshold ridge,1,2016 Q2,2016 Q3,CMRMTSPLx_m4,NA
Threshold ridge,1,2016 Q2,2016 Q3,CLAIMSx_m0,NA
Threshold ridge,1,2016 Q2,2016 Q3,CLAIMSx_m1,NA
Threshold ridge,1,2016 Q2,2016 Q3,CLAIMSx_m2,NA
